origin,destination,count,iata,name,city,state,country,latitude,longitude,origin_sum,state_group,ori_state_flights
GSO,LGA,905,LEW,Auburn-Lewiston Municipal,Auburn-Lewiston,ME,USA,44.04847278,-70.2835075,0,,
GSO,MCO,19,LEX,Blue Grass,Lexington,KY,USA,38.03697222,-84.60538889,10344,,
GSO,MEM,1043,LFK,Lufkin-Angelina County,Lufkin,TX,USA,31.23401389,-94.75,0,,
GSO,MIA,520,LFT,Lafayette Regional,Lafayette,LA,USA,30.20527972,-91.987655,4879,,
GSO,MSP,365,LGA,LaGuardia,New York,NY,USA,40.77724306,-73.87260917,119135,,
GSO,ORD,870,LGB,Long Beach (Daugherty),Long Beach,CA,USA,33.81772222,-118.1516111,15443,,
GSO,ORF,2,LGC,LaGrange-Callaway,Lagrange,GA,USA,33.00884694,-85.07260556,0,,
GSO,RDU,3,LGD,La Grande/Union County,La Grande,OR,USA,45.29020944,-118.0071108,0,,
GSP,ATL,2450,LGU,Logan-Cache,Logan,UT,USA,41.78773083,-111.8526822,0,,
GSP,CLE,510,LHD,Lake Hood SPB,Anchorage,AK,USA,61.18000361,-149.9719322,0,,
GSP,CLT,1,LHM,Lincoln Regional,Lincoln,CA,USA,38.90916111,-121.3513361,0,,
GSP,CVG,456,LHQ,Fairfield County,Lancaster,OH,USA,39.75564722,-82.65711,0,,
GSP,DFW,1436,LHV,Wm T Piper Memorial,Lock Haven,PA,USA,41.13618028,-77.42053556,0,,
GSP,DTW,1238,LHX,La Junta Muni,La Junta,CO,USA,38.05134111,-103.5106908,0,,
GSP,EWR,1040,LHZ,Franklin County,Louisburg,NC,USA,36.02334528,-78.33027139,0,,
GSP,IAD,828,LIC,Limon Municipal,Limon,CO,USA,39.272765,-103.6663392,0,,
GSP,IAH,950,LIH,Lihue,Lihue,HI,USA,21.97598306,-159.3389581,13184,,
GSP,LGA,609,LIT,Adams,Little Rock,AR,USA,34.72939611,-92.22424556,15369,,
GSP,MCO,90,LJF,Litchfield Municipal,Litchfield,MN,USA,45.09712889,-94.50726833,0,,
GSP,MEM,1089,LKP,Lake Placid,Lake Placid,NY,USA,44.26447361,-73.96186639,0,,
GSP,ORD,1159,LKR,Lancaster County,Lancaster,SC,USA,34.72291667,-80.85458333,0,,
GST,JNU,85,LKU,Louisa County / Freeman,Louisa,VA,USA,38.00983333,-77.97013889,0,,
GTF,BZN,1,LKV,Lake County,Lakeview,OR,USA,42.16111111,-120.3990703,0,,
GTF,DEN,869,LLJ,Challis,Challis,ID,USA,44.52297806,-114.2175642,0,,
GTF,MSP,196,LLQ,Monticello Municipal,Monticello,AR,USA,33.6385525,-91.75101833,0,,
GTF,ORD,23,LLU,Lamar Municipal,Lamar,MO,USA,37.4894925,-94.31150444,0,,
GTF,SLC,1051,LMS,Louisville-Winston County,Louisville,MS,USA,33.14620944,-89.06247917,0,,
GTR,ATL,964,LMT,Klamath Falls International,Klamath Falls,OR,USA,42.15614361,-121.7332081,511,,
GUC,ATL,2,LNA,Palm Beach County Park,Lantana,FL,USA,26.593,-80.08505556,0,,
GUC,DEN,831,LNC,Lancaster,Lancaster,TX,USA,32.57919111,-96.71905111,0,,
GUC,DFW,111,LND,Hunt,Lander,WY,USA,42.81523611,-108.7298392,0,,
GUC,ORD,2,LNK,Lincoln Municipal,Lincoln,NE,USA,40.85097222,-96.75925,3037,,
GUC,SLC,13,LNL,Kings Land O' Lakes,Land O' Lakes,WI,USA,46.15387722,-89.21194417,0,,
HDN,ATL,107,LNN,Lost Nation,Willoughby,OH,USA,41.68391667,-81.39030556,0,,
HDN,DEN,1314,LNP,Lonesome Pine,Wise,VA,USA,36.98743194,-82.53017361,0,,
HDN,DFW,127,LNS,Lancaster,Lancaster,PA,USA,40.12171528,-76.29609778,0,,
HDN,EWR,15,LNY,Lanai,Lanai City,HI,USA,20.78561111,-156.9514181,0,,
HDN,IAH,112,LOL,Derby,Lovelock,NV,USA,40.066405,-118.5651664,0,,
HDN,JFK,13,LOT,Lewis University,Chicago/Romeoville,IL,USA,41.60844444,-88.09094444,0,,
HDN,LGA,15,LOU,Bowman,Louisville,KY,USA,38.228,-85.66372222,0,,
HDN,MSP,112,LOZ,London-Corbin  Magee,London,KY,USA,37.08727778,-84.07677778,0,,
HDN,ORD,205,LPC,Lompoc,Lompoc,CA,USA,34.66561028,-120.4667883,0,,
HDN,SLC,378,LPR,Lorain Co Regional,Lorain/Elyria,OH,USA,41.34427778,-82.17763889,0,,
HHH,ATL,836,LQK,Pickens County,Pickens,SC,USA,34.80997222,-82.70288889,0,,
HLN,DEN,412,LQR,Larned-Pawnee County,Larned,KS,USA,38.20809667,-99.08607306,0,,
HLN,MSP,365,LRD,Laredo International,Laredo,TX,USA,27.54373861,-99.46154361,2115,,
HLN,SLC,1209,LRG,Lincoln Regional,Lincoln,ME,USA,45.36216083,-68.53474694,0,,
HNL,ANC,236,LRJ,Le Mars Municipal,Le Mars,IA,USA,42.77801778,-96.19368944,0,,
HNL,ATL,637,LRU,Las Cruces International,Las Cruces,NM,USA,32.28941667,-106.9219722,0,,
HNL,DEN,366,LSB,Lordsburg Municipal,Lordsburg,NM,USA,32.33278083,-108.6909742,0,,
HNL,DFW,732,LSE,La Crosse Municipal,La Crosse,WI,USA,43.87937972,-91.25653778,2005,,
HNL,EWR,362,LSK,Lusk Muni,Lusk,WY,USA,42.75380806,-104.4045536,0,,
HNL,IAH,702,LSN,Los Banos Municipal,Los Banos,CA,USA,37.06290556,-120.8692511,0,,
HNL,ITO,7685,LUG,Ellington,Lewisburg,TN,USA,35.506975,-86.80388611,0,,
HNL,KOA,8745,LUK,Cincinnati Muni-Lunken,Cincinnati,OH,USA,39.10334417,-84.41861417,0,,
HNL,LAS,732,LUL,Hesler-Noble,Laurel,MS,USA,31.67255139,-89.17222417,0,,
HNL,LAX,4963,LUP,Kalaupapa,Kalaupapa,HI,USA,21.21104028,-156.9735972,0,,
HNL,LIH,10769,LVJ,Clover,Houston,TX,USA,29.52130556,-95.24216667,0,,
HNL,MSP,366,LVK,Livermore Municipal,Livermore,CA,USA,37.69339944,-121.8203519,0,,
HNL,OAK,121,LVM,Mission,Livingston,MT,USA,45.69938889,-110.4483056,0,,
HNL,OGG,12014,LVN,Airlake,Minneapolis,MN,USA,44.62785361,-93.22810806,0,,
HNL,ORD,641,LVS,Las Vegas Municipal,Las Vegas,NM,USA,35.65422222,-105.1423889,0,,
HNL,PDX,732,LWB,Greenbrier Valley,Lewisburg,WV,USA,37.85830556,-80.39947222,185,,
HNL,PHX,914,LWC,Lawrence Municipal,Lawrence,KS,USA,39.01115222,-95.21657694,0,,
HNL,SAN,393,LWD,Lamoni Municipal,Lamoni,IA,USA,40.63333306,-93.90217028,0,,
HNL,SEA,1643,LWL,Wells Municipal/Harriet,Wells,NV,USA,41.11853306,-114.9222661,0,,
HNL,SFO,2359,LWM,Lawrence Municipal,Lawrence,MA,USA,42.71720944,-71.12343,0,,
HNL,SJC,366,LWS,Lewiston-Nez Perce County,Lewiston,ID,USA,46.37449806,-117.0153944,652,,
HNL,SLC,366,LWT,Lewistown Muni,Lewistown,MT,USA,47.04913944,-109.4666006,0,,
HNL,SMF,366,LWV,Lawrenceville-Vincennes Municipal,Lawrenceville,IL,USA,38.76429639,-87.60549556,0,,
HNL,SNA,66,LXL,Little Falls - Morrison County,Little Falls,MN,USA,45.94943778,-94.34708472,0,,
HOU,ABQ,1023,LXN,Lexington (Jim Kelly),Lexington,NE,USA,40.791,-99.77727778,0,,
HOU,ATL,3595,LXT,Lee's Summit Municipal,Lee's Summit,MO,USA,38.95975,-94.37158333,0,,
HOU,AUS,2310,LXV,Lake County,Leadville,CO,USA,39.2202675,-106.3166906,0,,
HOU,BHM,736,LXY,Mexia-Limestone County,Mexia,TX,USA,31.63983472,-96.51472222,0,,
HOU,BNA,1500,LYH,Lynchburg Municipal-Preston Glenn,Lynchburg,VA,USA,37.32668528,-79.20043056,625,,
HOU,BTR,1,LYO,Lyons-Rice County Municipal,Lyons,KS,USA,38.34261472,-98.22709639,0,,
HOU,BWI,1262,LZU,Gwinnett County,Lawrenceville,GA,USA,33.97807611,-83.96237722,0,,
HOU,CRP,1932,M01,General Dewitt Spain,Memphis,TN,USA,35.20069278,-90.05397694,0,,
HOU,DAL,9766,M02,Dickson Municipal,Dickson,TN,USA,36.12931722,-87.43007056,0,,
HOU,DEN,1063,M03,Dennis F Cantrell,Conway,AR,USA,35.08080778,-92.42496167,0,,
HOU,DFW,2425,M04,Covington Municipal,Covington,TN,USA,35.583365,-89.58722167,0,,
HOU,ELP,1032,M05,Caruthersville Memorial,Caruthersville,MO,USA,36.17506917,-89.67508,0,,
HOU,FLL,723,M08,William L. Whitehurst,Bolivar,TN,USA,35.21445944,-89.04336222,0,,
HOU,HRL,2967,M09,Piedmont Municipal,Piedmont,MO,USA,37.12671694,-90.7128975,0,,
HOU,JAN,1341,M11,Copiah County,Crystal Springs,MS,USA,31.90293639,-90.36870222,0,,
HOU,JAX,366,M13,Poplarville-Pearl River County,Poplarville,MS,USA,30.78602056,-89.50450694,0,,
HOU,JFK,944,M15,Perry County,Linden,TN,USA,35.59590306,-87.87669361,0,,
HOU,LAS,1460,M16,John Bell Williams,Raymond,MS,USA,32.30334111,-90.40848333,0,,
HOU,LAX,1416,M17,Bolivar Municipal,Bolivar,MO,USA,37.59693194,-93.34765,0,,
HOU,LIT,365,M18,Hope Municipal,Hope,AR,USA,33.72008889,-93.65884556,0,,
HOU,MAF,676,M19,Newport Municipal,Newport,AR,USA,35.63771778,-91.17637556,0,,
HOU,MCO,1753,M21,Muhlenberg County,Greenville,KY,USA,37.22561111,-87.15752778,0,,
HOU,MDW,2054,M22,Russellville Municipal,Russellville,AL,USA,34.44953972,-87.71030833,0,,
HOU,MSY,3726,M23,James H. Easom,Newton,MS,USA,32.31181111,-89.13589194,0,,
HOU,OAK,713,M24,Dean Griffin Memorial,Wiggins,MS,USA,30.84324389,-89.15977333,0,,
HOU,OKC,1366,M25,Mayfield-Graves County,Mayfield,KY,USA,36.76911111,-88.58472222,0,,
HOU,PHL,659,M27,Waldron Municipal,Waldron,AR,USA,34.87509944,-94.10993056,0,,
HOU,PHX,1722,M29,Hassel,Clifton,TN,USA,35.38507528,-87.96752833,0,,
HOU,SAN,421,M30,Metropolis Municipal,Metropolis,IL,USA,37.18588722,-88.75061,0,,
HOU,SAT,2572,M32,Lake Village Municipal,Lake Village,AR,USA,33.3459775,-91.31569833,0,,
HOU,STL,1348,M33,Sumner County Regional,Gallatin,TN,USA,36.37684472,-86.40875861,0,,
HOU,TPA,1396,M34,Kentucky Dam State Park,Gilbertsville,KY,USA,37.00950028,-88.29586639,0,,
HOU,TUL,1300,M36,Frank Federer Memorial,Brinkley,AR,USA,34.88000194,-91.1764375,0,,
HPN,ATL,2158,M37,Ruleville-Drew,Drew,MS,USA,33.77639167,-90.52500833,0,,
HPN,CVG,126,M39,Mena Intermountain Municipal,Mena,AR,USA,34.54539444,-94.20265278,0,,
HPN,DTW,666,M40,Monroe County,Aberdeen-Amory,MS,USA,33.87374861,-88.48967833,0,,
HPN,EWR,1,M41,Holly Springs-Marshall County,Holly Springs,MS,USA,34.80434611,-89.5211075,0,,
HPN,FLL,1021,M43,Prentiss-Jefferson Davis County,Prentiss,MS,USA,31.59544583,-89.90619056,0,,
HPN,JFK,2,M44,Houston Municipal,Houston,MS,USA,33.89177944,-89.02367194,0,,
HPN,MCO,1485,M46,Colstrip,Colstrip,MT,USA,45.85285,-106.7092722,0,,
HPN,ORD,3626,M48,Houston Memorial,Houston,MO,USA,37.33009167,-91.97316944,0,,
HPN,PBI,1048,M52,Franklin-Wilkins,Lexington,TN,USA,35.65131944,-88.37893444,0,,
HPN,PIA,1,M53,Humboldt Municipal,Humboldt,TN,USA,35.80218,-88.87494944,0,,
HPN,PIT,1,M54,Lebanon Municipal,Lebanon,TN,USA,36.19041667,-86.31569444,0,,
HPN,RSW,520,M58,Monett Municipal,Monett,MO,USA,36.90621528,-94.01275833,0,,
HPN,TPA,60,M59,Richton-Perry County,Richton,MS,USA,31.31739944,-88.93504778,0,,
HRL,AUS,366,M60,Woodruff County,Augusta,AR,USA,35.27175278,-91.27040417,0,,
HRL,DAL,33,M65,Wynne Municipal,Wynne,AR,USA,35.23160167,-90.76155111,0,,
HRL,HOU,2949,M70,Pocahontas Municipal,Pocahontas,AR,USA,36.24551111,-90.95520444,0,,
HRL,IAH,398,M72,New Albany-Union County,New Albany,MS,USA,34.54722222,-89.02416667,0,,
HRL,SAT,675,M73,Almyra Municipal,Almyra,AR,USA,34.41232833,-91.46634722,0,,
HSV,ATL,2622,M75,Malta,Malta,MT,USA,48.36694167,-107.9193444,0,,
HSV,BHM,4,M76,Picayune Municipal,Picayune,MS,USA,30.48748472,-89.65119306,0,,
HSV,CLT,13,M77,Howard County,Nashville,AR,USA,33.99673833,-93.83813583,0,,
HSV,CVG,787,M78,Malvern Municipal,Malvern,AR,USA,34.33331583,-92.76149944,0,,
HSV,DCA,577,M79,John H Hooks Jr Memorial,Rayville,LA,USA,32.48633611,-91.77087528,0,,
HSV,DEN,653,M82,Madison County Executive,Huntsville,AL,USA,34.85645028,-86.55621472,0,,
HSV,DFW,1717,M83,McCharen,West Point,MS,USA,33.58403556,-88.66668694,0,,
HSV,DTW,702,M89,Dexter B. Florence Memorial,Arkadelphia,AR,USA,34.09984639,-93.06611694,0,,
HSV,IAD,726,M91,Springfield-Robertson County,Springfield,TN,USA,36.53726194,-86.92068917,0,,
HSV,IAH,1043,M95,Richard Arthur,Fayette,AL,USA,33.71221972,-87.81504639,0,,
HSV,LGA,72,M97,Tunica Municipal,Tunica,MS,USA,34.69232306,-90.35065389,0,,
HSV,MCO,248,M99,Saline County/Watts,Benton,AR,USA,34.55656472,-92.60693972,0,,
HSV,MEM,1079,MAC,Herbert Smart Downtown,Macon,GA,USA,32.82213889,-83.56202778,0,,
HSV,ORD,547,MAE,Madera Municipal,Madera,CA,USA,36.9857175,-120.1119844,0,,
HSV,TUS,1,MAF,Midland International,Midland,TX,USA,31.94252778,-102.2019139,6839,,
HTS,CVG,158,MAI,Marianna Municipal,Marianna,FL,USA,30.83780556,-85.18188889,0,,
IAD,ABQ,365,MAL,Malone-Dufort,Malone,NY,USA,44.85365722,-74.32894972,0,,
IAD,ATL,5362,MAO,Marion County,Marion,SC,USA,34.18116667,-79.33472222,0,,
IAD,AUS,631,MAW,Malden Municipal,Malden,MO,USA,36.60055694,-89.99220278,0,,
IAD,BDL,1192,MAZ,Eugenio Maria De Hostos,Mayaguez,PR,USA,18.25569444,-67.14847222,0,,
IAD,BHM,245,MBG,Mobridge Municipal,Mobridge,SD,USA,45.54650361,-100.4079192,0,,
IAD,BNA,233,MBL,Manistee County Blacker,Manistee,MI,USA,44.27319722,-86.2490025,0,,
IAD,BOS,3846,MBO,Bruce Campbell,Madison,MS,USA,32.43866444,-90.10309222,0,,
IAD,BTV,129,MBS,Mbs International,Saginaw,MI,USA,43.53291472,-84.07964722,2918,,
IAD,BUF,16,MBT,Murfreesboro Municipal,Murfreesboro,TN,USA,35.87748444,-86.37753222,0,,
IAD,BUR,163,MBY,Omar N Bradley,Moberly,MO,USA,39.46392583,-92.42759778,0,,
IAD,CAE,1709,MCB,McComb-Pike County,McComb,MS,USA,31.17845444,-90.47187528,0,,
IAD,CHS,710,MCD,Mackinac Island,Mackinac Island,MI,USA,45.86493444,-84.63734444,0,,
IAD,CLE,1435,MCE,Merced Municipal/MacReady,Merced,CA,USA,37.28472861,-120.5138858,0,,
IAD,CLT,2762,MCG,McGrath,McGrath,AK,USA,62.95287361,-155.6057625,0,,
IAD,CVG,783,MCI,Kansas City International,Kansas City,MO,USA,39.29760528,-94.71390556,59370,,
IAD,DAY,52,MCK,McCook Municipal,McCook,NE,USA,40.20638889,-100.5918056,0,,
IAD,DCA,1,MCN,Middle Georgia Regional,Macon,GA,USA,32.69284944,-83.64921083,652,,
IAD,DEN,2984,MCO,Orlando International,Orlando,FL,USA,28.42888889,-81.31602778,130872,,
IAD,DFW,2009,MCW,Mason City Municipal,Mason City,IA,USA,43.1577925,-93.33126056,0,,
IAD,DTW,1684,MCX,White County,Monticello,IN,USA,40.70881639,-86.76676139,0,,
IAD,EWR,1790,MCZ,Martin County,Williamston,NC,USA,35.86219306,-77.17820278,0,,
IAD,FLL,1174,MDD,Midland Airpark,Midland,TX,USA,32.03652444,-102.1010278,0,,
IAD,GSO,207,MDF,Mooreland Municipal,Mooreland,OK,USA,36.48475778,-99.19415778,0,,
IAD,GSP,682,MDH,Southern Illinois,Carbondale,IL,USA,37.77809583,-89.25203111,0,,
IAD,HSV,725,MDR,Medfra,Medfra,AK,USA,63.10577694,-154.7189806,0,,
IAD,IAH,1389,MDS,Madison Municipal,Madison,SD,USA,44.01597222,-97.08593333,0,,
IAD,JAX,751,MDT,Harrisburg Intl,Harrisburg,PA,USA,40.19349528,-76.76340361,7594,,
IAD,JFK,2297,MDW,Chicago Midway,Chicago,IL,USA,41.7859825,-87.75242444,87619,,
IAD,LAS,1623,MDZ,Taylor County,Medford,WI,USA,45.10097556,-90.30341,0,,
IAD,LAX,4092,MEB,Laurinburg-Maxton,Maxton,NC,USA,34.79193917,-79.36584778,0,,
IAD,LGA,1105,MEI,Key,Meridian,MS,USA,32.33313333,-88.75120556,674,,
IAD,LGB,756,MEJ,Meade Municipal,Meade,KS,USA,37.27938889,-100.3563056,0,,
IAD,MCI,313,MEM,Memphis International,Memphis,TN,USA,35.04241667,-89.97666667,80966,,
IAD,MCO,4244,MER,Castle,Atwater,CA,USA,37.38048056,-120.5681889,0,,
IAD,MDT,984,MEV,Minden-Tahoe,Minden,NV,USA,39.00030889,-119.7508064,0,,
IAD,MDW,2075,MEY,Mapleton Municipal,Mapleton,IA,USA,42.178295,-95.79364528,0,,
IAD,MHT,585,MFD,Mansfield Lahm Municipal,Mansfield,OH,USA,40.82141667,-82.51663889,0,,
IAD,MIA,575,MFE,McAllen Miller International,McAllen,TX,USA,26.17583333,-98.23861111,4116,,
IAD,MSP,712,MFI,Marshfield Municipal,Marshfield,WI,USA,44.63687972,-90.18932667,0,,
IAD,MSY,413,MFR,Rogue Valley International,Medford,OR,USA,42.37422778,-122.8734978,5652,,
IAD,MYR,533,MFV,Accomack County,Melfa,VA,USA,37.64688889,-75.76105556,0,,
IAD,OAK,841,MGC,Michigan City Municipal,Michigan City,IN,USA,41.70331694,-86.82124167,0,,
IAD,OKC,319,MGJ,Orange Cty,Montgomery,NY,USA,41.50998278,-74.26465056,0,,
IAD,ORD,2948,MGM,Montgomery Regional Apt,Montgomery,AL,USA,32.30064417,-86.39397611,3851,,
IAD,ORF,956,MGR,Moultrie Municipal,Moultrie,GA,USA,31.08490917,-83.80325528,0,,
IAD,PBI,14,MGW,Morgantown Muni-Walter L. Bill Hart Fld.,Morgantown,WV,USA,39.6429075,-79.91631417,0,,
IAD,PDX,367,MGY,Dayton Wright Brothers,Dayton,OH,USA,39.58897222,-84.22486111,0,,
IAD,PHL,607,MHE,Mitchell Municipal,Mitchell,SD,USA,43.77483333,-98.03861111,0,,
IAD,PHX,731,MHK,Manhattan Regional,Manhattan,KS,USA,39.14096722,-96.67083278,0,,
IAD,PIT,740,MHL,Marshall Memorial Municipal,Marshall,MO,USA,39.09575472,-93.20287889,0,,
IAD,PVD,511,MHM,Minchumina,Minchumina,AK,USA,63.880565,-152.3006756,0,,
IAD,PWM,380,MHP,Metter Municipal,Metter,GA,USA,32.37388889,-82.07919444,0,,
IAD,RDU,1679,MHR,Sacramento Mather,Sacramento,CA,USA,38.55389694,-121.2975908,0,,
IAD,ROA,682,MHT,Manchester,Manchester,NH,USA,42.93451639,-71.43705583,18588,,
IAD,ROC,492,MHV,Mojave,Mojave,CA,USA,35.05936472,-118.1518561,0,,
IAD,RSW,14,MIA,Miami International,Miami,FL,USA,25.79325,-80.29055556,62559,,
IAD,SAN,1331,MIB,Minot AFB,NA,NA,USA,48.415769,-101.358039,0,,
IAD,SAT,111,MIC,Crystal,Minneapolis,MN,USA,45.06198611,-93.3539375,0,,
IAD,SAV,1008,MIE,Delaware County,Muncie,IN,USA,40.24234806,-85.39586,0,,
IAD,SEA,1098,MIO,Miami Municipal,Miami,OK,USA,36.90922083,-94.88750028,0,,
IAD,SFO,3139,MIT,Shafter-Minter,Shafter,CA,USA,35.50592944,-119.1915236,0,,
IAD,SJC,245,MIV,Millville Muni,Millville,NJ,USA,39.36780556,-75.07222222,0,,
IAD,SJU,707,MIW,Marshalltown Municipal,Marshalltown,IA,USA,42.11272639,-92.91778778,0,,
IAD,SLC,524,MJQ,Jackson Municipal,Jackson,MN,USA,43.65004111,-94.98654611,0,,
IAD,SMF,365,MJX,Robert J. Miller Airpark,Toms River,NJ,USA,39.92749806,-74.29237917,0,,
IAD,SPI,141,MKA,Miller Municipal,Miller,SD,USA,44.52524444,-98.95811444,0,,
IAD,STT,137,MKC,Downtown,Kansas City,MO,USA,39.12324111,-94.592735,0,,
IAD,SYR,653,MKE,General Mitchell International,Milwaukee,WI,USA,42.94722222,-87.89658333,42700,,
IAD,TPA,1746,MKG,Muskegon County,Muskegon,MI,USA,43.16948806,-86.23822306,396,,
IAD,TUS,112,MKJ,Mountain Empire,Marion,VA,USA,36.8948525,-81.349955,0,,
IAD,TYS,97,MKK,Molokai,Kaunakakai,HI,USA,21.15288583,-157.0962561,0,,
IAH,ABQ,2261,MKL,McKellar-Sipes Regional,Jackson,TN,USA,35.59987944,-88.91561611,0,,
IAH,AEX,342,MKO,Davis,Muskogee,OK,USA,35.65773028,-95.36164889,0,,
IAH,AGS,1,MKT,Mankato Regional,Mankato,MN,USA,44.22164528,-93.91874333,0,,
IAH,AMA,807,MKV,Marksville Municipal,Marksville,LA,USA,31.09466,-92.06906861,0,,
IAH,ANC,206,MKY,Marco Island,Marco Island,FL,USA,25.99502778,-81.67252778,0,,
IAH,ATL,4989,MLB,Melbourne International,Melbourne,FL,USA,28.10275,-80.64580556,2002,,
IAH,AUS,3704,MLC,McAlester Regional,McAlester,OK,USA,34.88240194,-95.78346278,0,,
IAH,AVL,458,MLE,Millard,Omaha,NE,USA,41.196,-96.11227778,0,,
IAH,BDL,120,MLF,Milford Municipal,Milford,UT,USA,38.4266325,-113.0124564,0,,
IAH,BHM,2333,MLI,Quad City,Moline,IL,USA,41.44852639,-90.50753917,8567,,
IAH,BNA,2547,MLJ,Baldwin County,Milledgeville,GA,USA,33.15419444,-83.24061111,0,,
IAH,BOS,1822,MLL,Marshall,Marshall,AK,USA,61.8659225,-162.0690456,0,,
IAH,BPT,275,MLS,Frank Wiley,Miles City,MT,USA,46.42795972,-105.8862397,0,,
IAH,BRO,1465,MLT,Millinocket Municipal,Millinocket,ME,USA,45.64783611,-68.68556194,0,,
IAH,BTR,2009,MLU,Monroe Regional,Monroe,LA,USA,32.51086556,-92.03768778,2530,,
IAH,BWI,1728,MLY,Manley Hot Springs,Manley Hot Springs,AK,USA,64.99756472,-150.6441297,0,,
IAH,CAE,165,MMH,Mammoth Yosemite,Mammoth Lakes,CA,USA,37.62404861,-118.8377722,0,,
IAH,CHA,458,MMI,McMinn County,Athens,TN,USA,35.39730333,-84.56256861,0,,
IAH,CHS,73,MMK,Meriden-Markham Municipal,Meriden,CT,USA,41.50871472,-72.82947833,0,,
IAH,CLE,2147,MML,Marshall Muni - Ryan,Marshall,MN,USA,44.45006611,-95.82234028,0,,
IAH,CLL,261,MMU,Morristown Municipal,Morristown,NJ,USA,40.79935,-74.41487472,0,,
IAH,CLT,3709,MMV,McMinnville Muni,McMinnville,OR,USA,45.19444444,-123.1359444,0,,
IAH,CMH,839,MNF,Mountain View,Mountain View,MO,USA,36.99282694,-91.71445611,0,,
IAH,COS,1725,MNI,Clarendon County,Manning,SC,USA,33.58711111,-80.20866667,0,,
IAH,CRP,823,MNM,Menominee-Marinette Twin County,Menominee,MI,USA,45.12665028,-87.63844056,0,,
IAH,CRW,674,MNN,Marion Municipal,Marion,OH,USA,40.61625,-83.06347222,0,,
IAH,CVG,2045,MNV,Monroe County,Madisonville,TN,USA,35.54537222,-84.380235,0,,
IAH,DAL,3730,MNZ,Hamilton Municipal,Hamilton,TX,USA,31.66592639,-98.1486375,0,,
IAH,DAY,859,MO6,Washington Memorial,Washington,MO,USA,38.59163472,-90.99761444,0,,
IAH,DCA,2941,MO85,Lawrence Smith Memorial,Harrisonville,MO,USA,38.61102222,-94.34213056,0,,
IAH,DEN,4584,MOB,Mobile Regional,Mobile,AL,USA,30.69141667,-88.24283333,6348,,
IAH,DFW,5539,MOD,Modesto City-County-Harry Sham,Modesto,CA,USA,37.62581722,-120.9544214,2325,,
IAH,DSM,688,MOP,Mount Pleasant Municipal,Mount Pleasant,MI,USA,43.62166833,-84.737485,0,,
IAH,DTW,2742,MOR,Moore-Murrell,Morristown,TN,USA,36.17939639,-83.37544944,0,,
IAH,EGE,124,MOT,Minot International,Minot,ND,USA,48.25937778,-101.2803339,1085,,
IAH,ELP,1136,MOU,Mountain Village,Mountain Village,AK,USA,62.09536222,-163.6820594,0,,
IAH,EWR,3970,MOX,Morris Municipal,Morris,MN,USA,45.56651667,-95.96763611,0,,
IAH,FLL,1933,MPE,Philadelphia Municipal,Philadelphia,MS,USA,32.7995775,-89.12589472,0,,
IAH,GPT,1908,MPJ,Petit Jean Park,Morrilton,AR,USA,35.13886306,-92.90919694,0,,
IAH,GRK,525,MPO,Pocono Mountains Muni,Mount Pocono,PA,USA,41.1374775,-75.37887833,0,,
IAH,GRR,714,MPR,McPherson,McPherson,KS,USA,38.35243722,-97.69133028,0,,
IAH,GSO,1036,MPV,Edward F Knapp State,Barre-Montpelier,VT,USA,44.203505,-72.56232944,0,,
IAH,GSP,954,MPZ,Mount Pleasant Municipal,Mount Pleasant,IA,USA,40.94661389,-91.511075,0,,
IAH,HDN,112,MQB,Macomb Municipal,Macomb,IL,USA,40.52034556,-90.65246389,0,,
IAH,HNL,702,MQI,Dare County Regional,Manteo,NC,USA,35.91898806,-75.69553944,0,,
IAH,HOU,2,MQJ,Mount Comfort,Indianapolis,IN,USA,39.84348556,-85.89706389,0,,
IAH,HRL,398,MQT,Marquette County Airport,NA,NA,USA,46.353639,-87.395361,991,,
IAH,HSV,1043,MQW,Telfair-Wheeler,McRae,GA,USA,32.09577778,-82.88002778,0,,
IAH,IAD,1422,MQY,Smyrna,Smyrna,TN,USA,36.00897944,-86.52007667,0,,
IAH,ICT,1594,MRB,Eastern Wv Reg/Shephard,Martinsburg,WV,USA,39.40193278,-77.98458139,0,,
IAH,IND,1763,MRC,Maury County,Columbia-Mt Pleasant,TN,USA,35.55413889,-87.17891667,0,,
IAH,JAN,1720,MRF,Marfa Municipal,Marfa,TX,USA,30.37147222,-104.0166944,0,,
IAH,JAX,1529,MRH,Michael J. Smith,Beaufort,NC,USA,34.73355028,-76.66059611,0,,
IAH,JFK,969,MRI,Merrill,Anchorage,AK,USA,61.21437861,-149.8461614,0,,
IAH,LAS,2682,MRJ,Iowa County,Mineral Point,WI,USA,42.88532917,-90.23198583,0,,
IAH,LAX,3867,MRN,Morganton-Lenoir,Morganton,NC,USA,35.82149222,-81.61073639,0,,
IAH,LBB,769,MRY,Monterey Peninsula,Monterey,CA,USA,36.5869825,-121.8429478,7607,,
IAH,LCH,999,MSA,Mount Pleasant Municipal,Mount Pleasant,TX,USA,33.12936111,-94.97563889,0,,
IAH,LEX,646,MSL,Northwest Alabama Regional,Muscle Shoals,AL,USA,34.74532028,-87.61023222,0,,
IAH,LFT,2703,MSN,Dane County Regional,Madison,WI,USA,43.13985778,-89.33751361,13961,,
IAH,LGA,3399,MSO,Missoula International,Missoula,MT,USA,46.91630556,-114.0905556,3256,,
